ID,SMILES,VALUE_p
1,CC(=C1CCN(C2CCN(C(=O)C3=CC=CC(C)=C3N)CC2)CC1)C1=CC=C([S+]([O-])C(C)C)C=C1,8.180456064
2,NCC1=CC=CC(NC(=O)C(O)(C2=CC=CC=C2)C2CCC(F)(F)C2)=C1,5.537602002
3,CC(C)(C)C1=CC=C(C(=O)CCCN2CCC(OC(C3=CC=CC=C3)C3=CC=CC=C3)CC2)C=C1,6.553618188
4,CCC1=CC=C(C(=O)C(C)CN2CCCCC2)C=C1,6.080398976
5,C=C(C1=CC=C(S(=O)(=O)C2=CC=C(OC)C=C2)C=C1)C1CCN(C2CCN(C(=O)OC)CC2)CC1,9.004014002
6,COC1=CC=CC=C1CNCCCCCCN1CCC(CCC2CCN(CCCCCCNCC3=CC=CC=C3OC)CC2)CC1,8.219970873
7,CCCC(C)(C)C(=O)N(CC)CCCC1CCN(CC(=O)N2C3=CC=CC=C3NC(=O)C3=CC=CC=C32)CC1,8.100015437
8,CC(=O)NC(CC1=CC=C(O)C=C1)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NCCN1CCN(CCCCC2CCN(CC(=O)N3C4=CC=CC=C4NC(=O)C4=CC=CC=C43)CC2)CC1,9.940058112
9,CC1OC(C2CCC[N+]2(C)C)C[S+]1[O-],4.289999986
10,C=C(C1=CC=C(S(=O)(=O)C2=CC=C(OC)C=C2)C=C1)C1CCN(C2CCN(C(=O)OCC)CC2)CC1,10.15490196
11,CN(C)CCOC(=O)C1=C(CC2=CC=CC=N2)C2=CC=CC=C2C1,5.30999984
12,CCOC(=O)N1CCC(N2CCC(C3(C4=CC=C(S(=O)(=O)C5=CC=C6OCOC6=C5)C=C4)OCCO3)CC2)CC1,10.13667714
13,CCOC(=O)N1CCC(N2CCC(C(=O)C3=CC=C(S(=O)(=O)C4=CC=C(OC)C=C4)C=C3)CC2)CC1,8.536107011
14,CCOC(=O)N1CCC(N2CCC(C3(C4=CC=C(S(=O)(=O)C5=CC=C(OC)C=C5)C=C4)SCCCS3)CC2)CC1,7.844663963
15,CCN(CC)CCOC(=O)C(CC)(C1=CC=CC=C1)C1=CC=CC=C1,6.614393726
16,CCNC(=O)N1CCC(N2CCN(C(C)C3=CC=C(S(=O)(=O)C4=CC=C5OCOC5=C4)C=C3)C(C)C2)CC1,8.602059991
17,C[N+](C)(C)CCCCCC[N+]1(C)C2CCC1CC(OC(=O)C(CO)C1=CC=CC=C1)C2,7.260032303
18,C[N+]1(C)C2CC(OC(=O)C(CO)C3=CC=CC=C3)CC1C1OC12,8.929962133
19,ClC1=CC=C2OC3=CC=CC=C3N=C(N3CCNCC3)C2=C1,6.030118356
20,CC1(C(=O)OC2CN3CCC2CC3)COCC(C2=CC=CC=C2)(C2=CC=CC=C2)O1,5.809999052
21,O=C1CCC2=CC=CC=C2N1CCCN1CCC(CCCCCCCO)CC1,6.679999196
22,O=C1CCC2=CC=CC=C2N1CCCN1CCC(CCCCCCCCCCCO)CC1,6.379999358
23,CN1CCC=C(C2=NSN=C2OCCCCCCCCCOC2=NSN=C2C2=CCCN(C)C2)C1,8.500038134
24,CCN(CC)CCCCC1CCN(CC(=O)N2C3=CC=CC=C3C(=O)NC3=CC=CN=C32)CC1,8.369979149
25,CC(=O)NC(CCCCN)C(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)NCCN1CCN(CCCCC2CCN(CC(=O)N3C4=CC=CC=C4NC(=O)C4=CC=CC=C43)CC2)CC1,10.10001544
26,CC(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NCCN1CCN(CCCCC2CCN(CC(=O)N3C4=CC=CC=C4NC(=O)C4=CC=CC=C43)CC2)CC1,10.19997064
27,CC(=O)NC(C)C(=O)NC(C)C(=O)NCCCCC1CCN(CC(=O)N2C3=CC=CC=C3NC(=O)C3=CC=CC=C32)CC1,7.639974911
28,CC(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NCCCCC1CCN(CC(=O)N2C3=CC=CC=C3NC(=O)C3=CC=CC=C32)CC1,8.770062314
29,N=C(N)NCCCC(N)C(=O)NCCCCC1CCN(CC(=O)N2C3=CC=CC=C3NC(=O)C3=CC=CC=C32)CC1,8.270025714
30,CC(=O)NC(CCCNC(=N)N)C(=O)NCCCCC1CCN(CC(=O)N2C3=CC=CC=C3NC(=O)C3=CC=CC=C32)CC1,7.950007143
31,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1,7.387216143
32,CC1=CC(C=CC=CC2=CC=C(N(C)C)C=C2)=CC(C)=[N+]1CCCCC1CCN(CC(=O)N2C3=CC=CC=C3NC(=O)C3=CC=CC=C32)CC1,7.770062314
33,C[N+](C)(CCCCCC[N+]1(C)C2CC(OC(=O)C(CO)C3=CC=CC=C3)CC1C1OC12)CCCN1C(=O)C2=CC=CC=C2C1=O,7.299988938
34,C[N+]1(C)C2CC(OC(=O)C(O)(C3=CC=CS3)C3=CC=CS3)CC1C1OC12,10.66756154
35,CC1=NC(C2=CC=CC=C2)=NC(C)=C1C(=O)N1CCC(C)(N2CCN(C(C)C3=CC=C(C(F)(F)F)C=C3)C(C)C2)CC1,5.911863911
36,CC(C)SC1=CC=C(CC2CCN(C3CCN(C(=O)C4=CC=CC=C4C4=CC=CC=C4)CC3)CC2)C=C1,6.602059991
37,CCCN(CCC)CC1CCCCN1CCNC(=O)N1C2=CC=CC=C2C(=O)NC2=CC=CN=C21,8.219970873
38,OC1(C2=CC=CC=N2)CN2CCC1CC2,4.698970004
39,CCOC(O)=C1CN2CC(CCC2COCC2=CC=CC=C2)C1=O,7.096910013
40,CC(C)N1CCN(C2=CC=C(OCC3COC(CN4C=NC=N4)(C4=CC=C(Cl)C=C4Cl)O3)C=C2)CC1,5.338187314
41,CC(=O)NC(CCCCN)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)NCCN1CCN(CCCCC2CCN(CC(=O)N3C4=CC=CC=C4NC(=O)C4=CC=CC=C43)CC2)CC1,10.10001544
42,CC(C)SC1=CC=C(CC2CCN(C3CCN(C(=O)C4=CN=NC5=CC=CC=C45)CC3)CC2)C=C1,6.591760035
43,CC(C)NC(=O)C1=CC=C(CC2CCN(C3CCN(C(=O)C4=CC=CC5=C(F)C=C(F)C=C45)CC3)CC2)C=C1,8.301029996
44,CCNC(=NS(=O)(=O)C1=CC=CC(Cl)=C1)N1CC2(C=N1)CCNCC2,5
45,C[N+](C)(C)CC#CCOC(=O)NC1=CC=CC(Cl)=C1,5.48999954
46,CC1OCC(C[N+](C)(C)C)O1,5.920001602
47,NCCCCC1CCN(CC(=O)N2C3=CC=CC=C3NC(=O)C3=CC=CC=C32)CC1,7.969805215
48,CCCCCC1CCN(CCCN2C(=O)CCC3=CC=CC=C32)CC1,6.250001023
49,O=C1CCC2=CC=CC=C2N1CCCN1CCN(CCC2=CC=CC=C2)CC1,5.749999856
50,CC(C)SC1=CC=C(CC2CCN(C3CCN(C(=O)C4=CC=CC5=NC=CC=C45)CC3)CC2)C=C1,9
51,O=C(C1=CC=CC2=CC=CC=C12)N1CCC(N2CCC(CC3=CC=C(SCCO)C=C3)CC2)CC1,7.585026652
52,CN1CCC(C2=CC=CC=C2F)=C(C(=O)OCCC2=CC=C3OCCC3=C2)C1,6.26760624
53,O=C1NC(C2=CC=CC=C2)(C2=CC=CC=C2)CN1C1CCN(CCCC2=CC=CC=C2)CC1,5.774432287
54,O=C1NC(C2=CC=CC=C2)(C2CCCCC2)CN1C1CCN(CC2=CC=CC=C2)CC1,7.134896025
