ID,SMILES,pEC50_Clinical_Abnormal Hepatic Function,pEC50_Clinical_Cholecystitis,pEC50_Clinical_Cholelithiasis,pEC50_Clinical_Cholestasis,pEC50_Clinical_Cholestatic Jaundice,pEC50_Clinical_Hepatic Failure,pEC50_Clinical_Hepatic Necrosis,pEC50_Clinical_Hepatic Steatosis,pEC50_Clinical_Hepatitis,pEC50_Clinical_Hepatobiliary disorder,pEC50_Clinical_Hepatocellular injury,pEC50_Clinical_Hepatomegaly,pEC50_Clinical_Hyperbilirrubinemia,pEC50_Clinical_Jaundice,pEC50_Clinical_Liver Injury,pEC50_Pre_Clinical_Filtered Dose Hepatic Steatosis,pEC50_Pre_Clinical_Filtered Doses Hepatic Necrosis,pEC50_Pre_Clinical_Filtered Doses Hepatomegaly,pEC50_Pre_Clinical_Filtered Doses Liver Disorder,pEC50_Pre_Clinical_Filtered Doses liver Injury,pEC50_Pre_Clinical_Filtered Hepatic Necrosis
190,NC(=O)C[S@@](=O)C(c1ccccc1)c1ccccc1,,-2.397940008672037,-2.397940008672037,,,,,,-2.397940008672037,,,,,,,,-2.3010299956639813,,-2.0,,-2.3010299956639813
191,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2C2=NOC([O-])N2)cc1,,-1.6020599913279625,-1.6020599913279625,,,,,,,,,,,,,,,,-1.4771212547196624,,
192,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,,-2.505149978319906,-3.204119982655925,,,,,,,,,,,,,,,-8.477121254719663,-0.6989700043360189,-0.0,-1.4771212547196624
193,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,,-3.380211241711606,,,,,,,,-3.380211241711606,,,-3.380211241711606,,,,,,-2.7781512503836434,,
194,O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,,-0.4771212547196624,-0.4771212547196624,,,,,,,-0.6020599913279624,,,,,-0.6020599913279624,,,,-2.1760912590556813,,
195,CO[C@@]12CC[C@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,,-1.3010299956639813,-1.3010299956639813,,,,,,,-1.3010299956639813,,,,,-2.4771212547196626,,,,,,0.0
196,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,,-1.0791812460476249,,,,-1.2041199826559248,-1.2041199826559248,,-1.2041199826559248,,,,,-1.2041199826559248,,,,,-0.6989700043360189,,
197,C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N12,,-2.6020599913279625,-1.4771212547196624,,,,,-1.7781512503836436,-1.7781512503836436,-2.6020599913279625,-2.6020599913279625,,-2.6020599913279625,,-1.7781512503836436,,,,,,
198,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,,-2.3010299956639813,,,,,,,,,,,,,,,,-8.220108088040055,,-0.9030899869919436,
199,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,,-1.9030899869919435,-1.9030899869919435,,,,-1.7781512503836436,,-1.9030899869919435,,-1.7781512503836436,,-1.9030899869919435,-1.9030899869919435,,,-2.0791812460476247,,,-2.0791812460476247,-1.4771212547196624
200,Nc1nc(Cl)nc2c1ncn2[C@@H]1C[C@H](O)[C@@H](CO)O1,,-1.1139433523068367,-1.3979400086720375,,,-0.9542425094393248,,,-1.3979400086720375,-1.3979400086720375,,,-1.3979400086720375,,-0.6989700043360189,,-1.4771212547196624,-1.3010299956639813,,,0.0
201,Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2,,-1.9030899869919435,-1.9030899869919435,-1.9030899869919435,-2.0791812460476247,-1.9030899869919435,,,-1.9030899869919435,,,-1.9030899869919435,,,,,,-1.4771212547196624,,-1.4771212547196624,-3.3010299956639813
202,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,,-2.146128035678238,,-2.146128035678238,,,,,-2.146128035678238,,,,-2.146128035678238,,,,,-0.6020599913279624,,-0.6989700043360189,
203,Cc1c(OCC(F)(F)F)ccnc1C[S@@](=O)c1nc2ccccc2[nH]1,,-1.954242509439325,-1.954242509439325,,,,,,-1.7781512503836436,,,,,,,,,-2.1760912590556813,,-1.6989700043360187,
204,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,,-2.8750612633917,-2.8750612633917,,,,,,-2.4771212547196626,,,-2.8750612633917,,,,,,,,,
205,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,,-1.0,-1.0,,,,,,-1.0,,,,-1.0,-1.0,,,,,,,
206,Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O,,-2.0,,,,-2.0,-2.0,,-2.0,,-0.3010299956639812,,,,,,,,,,
207,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,,-1.9030899869919435,-1.9030899869919435,,,,,,,,,,,,,,-2.6020599913279625,-2.6020599913279625,-2.6020599913279625,,-2.6989700043360187
208,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)[O-])c4)C3)[C@H](C)[C@H]12,,-3.0,-3.0,,,,,,,,,,,-3.0,,,,,,,-1.2787536009528289
209,C[C@]12CCC3c4ccc(O)cc4CC[C@H]3C1CC[C@H]2O,,-4.681241237375588,,,,,,,,,,,,,,,,,,,
210,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,,-1.8325089127062364,-1.8325089127062364,,,,,,,,,,,,,,,,,,
211,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,,-1.0,,,,-1.0,,,-1.0,-1.0,,,,,,,,-1.1760912590556811,-0.4771212547196624,-0.4771212547196624,
212,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,,-1.3979400086720375,,,,-1.3979400086720375,,,,,,,,,,,,,,-2.544068044350276,
213,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,,-1.3010299956639813,-1.3010299956639813,-1.3010299956639813,,,,,,,,,,,,,,-0.4771212547196624,-2.5563025007672877,,
214,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,,-2.4771212547196626,-2.4771212547196626,,,,,,-2.4771212547196626,,-2.4771212547196626,-2.4771212547196626,-2.4771212547196626,,,,,-2.0,-1.7781512503836436,,
215,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,,-2.4771212547196626,,,,-2.4771212547196626,-2.4771212547196626,,-2.4771212547196626,,,,,-2.4771212547196626,,,,,-1.3979400086720375,,
216,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,-3.0,-3.0,,,,,,,,,,,-3.0,,,,,-8.093421685162236,,
217,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,,-1.380211241711606,,,,-1.806179973983887,,,,,,-1.7781512503836436,,-1.7781512503836436,,,,,,-0.6989700043360189,
218,CC(C)[N+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,,-3.1760912590556813,,,,,,,,,,-1.6020599913279625,,,,-2.6020599913279625,-8.957128197676813,,-3.0791812460476247,,-3.3010299956639813
219,O=[N+]([O-])O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12,,-1.6020599913279625,,,,,,,,,,,,,,,,,,,
220,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,,-0.6989700043360189,-0.6989700043360189,,,,,-0.6989700043360189,-0.6989700043360189,,,,,-0.6989700043360189,-1.0,,,,,,
221,O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12,,-2.6020599913279625,-2.6020599913279625,,,,,-2.6020599913279625,,-2.6020599913279625,,,,,,,-2.7781512503836434,-2.0,-1.6532125137753435,,-0.6989700043360189
222,C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@@H]2CSSC[C@H](N)C(=O)N[C@H]3CSSC[C@H](NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)CSSC[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC3=O)C(=O)N2,,-2.462397997898956,-2.462397997898956,,,,,,,,,,,,,,-2.0,,-2.0,,-0.7781512503836436
223,C[C@H]1CNCCc2ccc(Cl)cc21,,-1.0,-1.0,,,,,,-1.0,-1.0,,-1.0,,,,,,-1.6989700043360187,-1.4771212547196624,,-1.1760912590556811
224,CCCCc1nc(Cl)c(C[O-])n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,,-2.1760912590556813,-2.1760912590556813,,,,,,-2.1760912590556813,,,,,,,,,,,,
225,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,,-1.7781512503836436,,,-1.9030899869919435,-1.6020599913279625,,,-1.9030899869919435,,,,,,-1.9030899869919435,,,,-2.255272505103306,,
226,CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1,,-0.9030899869919436,,,,,,,,,,,,,,,,-0.0,-0.0,,-0.9542425094393248
227,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,,-2.903089986991944,,,,,,,,,,,,,,,,,,,
228,C[C@]12C[C@@H]3C[C@](C)(C1)C[C@@](N)(C3)C2,,-1.7781512503836436,-1.4471580313422192,,,-1.4471580313422192,,,-1.3010299956639813,,,,-1.6020599913279625,-1.7781512503836436,,,-1.9030899869919435,-1.6020599913279625,-1.1760912590556811,,-1.9030899869919435
229,CN(C)C(=N)NC(=N)N,,-2.929418925714293,,,,,,,-2.929418925714293,,,,,-2.929418925714293,,,,,,,
230,CN1CCN2c3ncccc3Cc3ccccc3C2C1,,-1.7781512503836436,,,,,,,,,,,,,,,,-1.7781512503836436,-1.9030899869919435,-2.3010299956639813,
231,COc1ccc2cc(CCC(C)=O)ccc2c1,,-3.3010299956639813,-3.3010299956639813,,-3.3010299956639813,,,,,,,,,,,,,,-2.255272505103306,,-2.4771212547196626
232,COc1ccc2cc([C@H](C)C(=O)[O-])ccc2c1,,-3.1760912590556813,-3.1760912590556813,,,,-3.1760912590556813,,,,,,,-3.041392685158225,,,,,,,-3.090610707828407
233,O[C@H](CNC[C@@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1,,-1.4771212547196624,,,,-1.4771212547196624,,,,,,,-1.4771212547196624,-1.3010299956639813,,,,,-1.6020599913279625,,
234,CN/C(=C/[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,,-2.4771212547196626,,,,-2.4771212547196626,,-2.4771212547196626,-2.4771212547196626,,-2.4771212547196626,,,-2.4771212547196626,,,,,,,
235,CC[C@@H]1[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCC(=O)O)[C@@H]2[C@@H]1O,,-1.6989700043360187,-0.6989700043360189,-1.6989700043360187,,-1.0,,-1.6989700043360187,,,,-1.6989700043360187,-1.0,-1.6989700043360187,,,-0.6020599913279624,-1.9030899869919435,-2.2430380486862944,,-0.6020599913279624
236,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,,-2.4771212547196626,,,-2.6020599913279625,,,,,-2.6020599913279625,,-2.6020599913279625,,-2.6020599913279625,,,,,-0.6989700043360189,,
237,OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,,-1.954242509439325,,,,,,,,,,,,,,,,-2.4771212547196626,-2.6020599913279625,,
238,COc1ccnc(/C=S(\[O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,,-2.380211241711606,,-1.9030899869919435,-2.204119982655925,-1.9030899869919435,,-2.380211241711606,-1.9030899869919435,,-2.380211241711606,,,-1.6020599913279625,,-2.1760912590556813,-2.3010299956639813,-2.3010299956639813,-0.9030899869919436,,-2.3010299956639813
239,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,,-3.0,,-3.0,,,,-3.0,,,,,,,-3.0,,-1.3010299956639813,-1.7781512503836436,,,-1.3010299956639813
240,CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,,-2.6020599913279625,,,,,,,,-2.6020599913279625,,,-2.6020599913279625,,,,-1.3010299956639813,,-0.6989700043360189,,-1.3010299956639813
241,CC(C)C[C@H](CN)CC(=O)O,,-2.4771212547196626,-0.4771212547196624,,-2.4771212547196626,-2.7781512503836434,,-2.8195439355418688,-2.7781512503836434,,-2.4771212547196626,,-2.8195439355418688,-2.7781512503836434,,,,,-3.6989700043360183,,
242,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,,-2.0,-2.0,,,,,,,,,,,,,,,,-1.1760912590556811,,
243,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,,-2.1760912590556813,-1.3979400086720375,,,,,,-1.3979400086720375,-1.6989700043360187,,-1.3979400086720375,-1.3979400086720375,,,,,-2.6020599913279625,-2.505149978319906,,
244,O=P([O-])(O)C(O)(Cc1cccnc1)P(=O)(O)O,,-0.6989700043360189,-0.6989700043360189,,,,,,,-0.6989700043360189,,,,,,,-1.505149978319906,,-0.7781512503836436,,-1.505149978319906
245,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,,-1.3979400086720375,,,,-1.3979400086720375,-1.6989700043360187,,-1.6989700043360187,,,,,-1.3979400086720375,,,-2.6989700043360187,-2.4771212547196626,,,-2.6989700043360187
246,CCCN(CCC)CCc1cccc2c1CC(=O)N2,,-0.6989700043360189,-1.380211241711606,,,,,-0.6989700043360189,-0.6020599913279624,,,,,,,,,-1.6989700043360187,,,
247,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,,-1.255272505103306,,,,,,,,-1.380211241711606,,,,-1.255272505103306,,,,,,,
248,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,,-3.204119982655925,,-1.6532125137753435,,,,,-3.505149978319906,,,,,,,,-2.3010299956639813,-2.3010299956639813,,,-2.3010299956639813
249,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)[C@@]12C[C@@H]3C[C@@H](C[C@@](O)(C3)C1)C2,,-1.0,-1.0,,,,,,-0.6989700043360189,,,,,,,,-2.4771212547196626,-2.7781512503836434,-2.1760912590556813,,-2.4771212547196626
250,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,-2.3010299956639813,,,,,,,,,,,,,,,,,,,
251,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,,-1.4771212547196624,-1.4771212547196624,,,,,,,,,,,,,,,,-1.3979400086720375,,
252,O=C([O-])CCCO,,-3.9542425094393248,-3.9542425094393248,,,,,,,,,,-3.9542425094393248,,,,,,,,
253,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,,-2.6020599913279625,,,,,,,-2.903089986991944,,,,,-2.903089986991944,,,,,,,
254,Nc1c2c(nc3ccccc13)CCCC2,,-1.6020599913279625,-1.6020599913279625,-1.9030899869919435,,-1.9030899869919435,-2.0,,-2.0,,-1.6020599913279625,-1.6020599913279625,-1.7781512503836436,-1.8750612633917,,,,,,,
255,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1,,-2.3010299956639813,,,,,,,,,,,,,,,,-2.0,-1.4771212547196624,,
256,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,,-0.4771212547196624,,,,,,,,,,,-0.4771212547196624,,,,,,-3.0,,
257,CN1Cc2c(Cl)cc(Cl)cc2[C@H](c2cccc(S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)c3cccc([C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc54)c3)c2)C1,,-1.6989700043360187,,,,,,,,,,,,,,,,,,,
258,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,,-0.6989700043360189,-1.3010299956639813,,,,,,,,,,,,,,,-1.7781512503836436,-1.7781512503836436,,
259,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,,-1.4771212547196624,,,,,,,,,,,,,,,-2.6020599913279625,-1.4771212547196624,,,-2.6020599913279625
260,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,,-1.7781512503836436,-1.7781512503836436,,,,,-1.7781512503836436,,,,,-0.3010299956639812,-1.8750612633917,,,,-2.397940008672037,,,
261,C[N+]1(C)[C@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@@H]1[C@H]1O[C@@H]21,,-1.255272505103306,-1.0,,,,,,,-1.255272505103306,,,,,,,-6.903089986991944,-0.4771212547196624,-2.6989700043360187,,-6.903089986991944
262,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,,-2.8750612633917,,,,-2.6989700043360187,,-2.6989700043360187,-2.6989700043360187,,,,-2.6989700043360187,-3.096910013008056,,,-2.6020599913279625,-1.4771212547196624,-3.0791812460476247,,-2.6020599913279625
263,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,,-2.3010299956639813,-2.6020599913279625,,,,,,,,-0.4771212547196624,,,-2.6020599913279625,,,-2.4771212547196626,-2.1760912590556813,,,-2.4771212547196626
264,COc1cccc([C@]2(O)CCCC[C@H]2CN(C)C)c1,,-2.6020599913279625,-2.4771212547196626,,-2.6020599913279625,-2.4771212547196626,,,-2.3010299956639813,,-2.6020599913279625,-2.6020599913279625,-2.6020599913279625,,,,,,,,
265,Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,,-2.4771212547196626,,,,,,-2.4771212547196626,,,-2.4771212547196626,,-2.4771212547196626,-2.4771212547196626,-2.4771212547196626,,,-1.3010299956639813,-1.7781512503836436,,
266,OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2,,-0.6989700043360189,,,,,,,,,,,,,,,,,,,
267,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,,-1.9030899869919435,-1.6020599913279625,,,,,,-1.9030899869919435,,,,,,,,,-1.3979400086720375,,,
268,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,,-2.6020599913279625,-2.6020599913279625,,,,,,,,,,-2.7781512503836434,,,,,,-2.397940008672037,,
269,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,,-2.574031267727719,-2.3521825181113627,,,-2.3521825181113627,-2.3521825181113627,-2.574031267727719,-2.574031267727719,,-2.574031267727719,,-2.574031267727719,-2.3521825181113627,,,,,-2.531478917042255,,
270,O=C(CCCCCCC(=O)Nc1ccccc1)NO,,-2.7781512503836434,,,,,,,,,,,,,,,,,-2.1760912590556813,,
271,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,,-1.3010299956639813,-1.0,,,,,,,,,,,,,,-1.9030899869919435,-1.146128035678238,-1.9030899869919435,,-1.9030899869919435
272,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,,,-1.0,,,-1.0,,,-1.0,-1.0,,,,,-1.0,-3.096910013008056,-3.096910013008056,-2.0,,-3.0,-3.096910013008056
273,O1[As]2O[As]1O2,,,-0.4771212547196624,,,-0.4771212547196624,,,,,,,-1.1760912590556811,,,,,,,,-2.096910013008056
274,CC(C)C[C@H](NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@H](C(=O)N1CCC[C@H]1C(N)=O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O,,,-2.3010299956639813,,,,,,-2.3010299956639813,,,,,,,,,,,,
275,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,,,-2.3010299956639813,,,,,,,,,,,,,,-3.3010299956639813,-2.096910013008056,,,-2.0791812460476247
276,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,,,-3.3010299956639813,-3.3010299956639813,,,,,,,,,,-1.6020599913279625,,,,,-2.096910013008056,,
277,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,,,-2.6989700043360187,-1.1760912590556811,,,,,,,,,,-1.1760912590556811,,,,,,,
278,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,,,-2.6532125137753435,-2.6532125137753435,,-2.9542425094393248,-2.9542425094393248,-2.9542425094393248,-2.6532125137753435,,,,,-2.9542425094393248,-2.9542425094393248,,,,-1.6020599913279625,,-1.1760912590556811
279,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,,,-2.1760912590556813,-2.1760912590556813,,,,-2.1760912590556813,,-2.1760912590556813,,-2.1760912590556813,-2.1760912590556813,-2.1760912590556813,,,,-1.6989700043360187,,,
280,Nc1ccncc1,,,-1.6020599913279625,,,,,,,,,,,-1.3010299956639813,,,,-0.0,,,
281,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,,,-2.845098040014257,,,-2.845098040014257,,,,,,,,,,,,,-0.4771212547196624,,-1.414973347970818
282,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N21,,,-2.0,,,-2.0,-2.0,-2.0,-1.6989700043360187,,-2.0,-2.0,-2.0,-1.6989700043360187,-1.6989700043360187,,,,-2.6989700043360187,,-0.7781512503836436
283,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,,,-2.903089986991944,,,-2.903089986991944,,,-2.903089986991944,-2.903089986991944,-2.903089986991944,,,-2.903089986991944,,,-0.9030899869919436,-2.204119982655925,,,-2.0
284,C[C@]12CC[C@H]3[C@H]([C@@H]1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1)[C@H]1C[C@H]1C1=CC(=O)CC[C@@]13C,,,-0.6020599913279624,,,,,,,,,,,,,,,,,,
285,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,,,-1.3979400086720375,-1.3979400086720375,,-1.3979400086720375,,-1.3979400086720375,-1.3979400086720375,-1.3979400086720375,,,-1.3979400086720375,-1.3979400086720375,-1.0,,-2.845098040014257,-2.6989700043360187,-3.0,,-1.9030899869919435
286,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,,,-1.6989700043360187,,,,,,,,,,,,,,,,,,
287,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,,,-0.3010299956639812,,,,,,-0.3010299956639812,,-0.3010299956639812,-0.3010299956639812,,,,,,-2.3010299956639813,,,
288,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,,,-3.0,,,,,,,,,,-2.8750612633917,-3.1760912590556813,,,,-1.6020599913279625,,-2.4771212547196626,
289,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,,,-2.0211892990699383,,,,,,-2.0211892990699383,,,,,,,,,,,,
290,O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1,,,-2.3010299956639813,,,,,,,,,,,,,-3.0,,-2.6020599913279625,,,
291,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF,,,-2.0,,,,,,-2.0,,,,,,,,,,,,
